Store,Customers,DayOfWeek,Open,Promo,Sales,SchoolHoliday,StateHoliday,AverageDailySales,AverageDailyCustomer,SalesPerCustomer,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval
719,284100,3033,622,286,3348602,124,39,5383.604501607717,456.7524115755627,11.786701865540303,c,c,8190.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov"
720,562504,3766,784,360,5618245,159,38,7166.128826530612,717.4795918367347,9.987920085901612,a,c,15320.0,3.0,2011.0,1,14.0,2013.0,"Feb,May,Aug,Nov"
721,592864,3766,784,360,6015956,159,38,7673.413265306122,756.204081632653,10.147278296540184,a,c,3590.0,9.0,2012.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
722,1241124,3766,784,360,7711931,209,38,9836.646683673469,1583.0663265306123,6.213666805250725,a,a,50.0,,,0,,,
723,442701,3766,781,360,5492073,193,41,7032.10371318822,566.8386683738796,12.405829216559258,d,c,5650.0,9.0,2008.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
724,544604,3766,779,360,5307253,170,43,6812.905006418485,699.1065468549423,9.745159785826031,d,c,5900.0,,,0,,,
725,466760,3766,784,360,4505981,159,38,5747.4247448979595,595.3571428571429,9.653742822863999,d,c,17540.0,6.0,2012.0,0,,,
726,830336,3766,780,360,8617965,172,45,11048.673076923076,1064.5333333333333,10.378888787189764,a,c,40540.0,2.0,2002.0,0,,,
727,353663,3766,781,360,3537376,193,41,4529.290653008963,452.8335467349552,10.002109352688858,a,a,2050.0,3.0,2007.0,0,,,
728,355913,3766,777,360,4075915,155,46,5245.70785070785,458.06048906048903,11.45199810065943,d,a,13990.0,,,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
729,843139,3766,779,360,8217604,170,43,10548.913992297817,1082.3350449293966,9.746440385274552,c,c,8980.0,6.0,2011.0,0,,,
730,771672,3766,784,360,6315412,173,38,8055.372448979592,984.2755102040817,8.184062658746203,c,a,1190.0,9.0,2013.0,0,,,
731,737912,3766,776,360,7177402,170,43,9249.2293814433,950.9175257731958,9.726636780537516,a,a,15270.0,,,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
732,584069,3766,883,360,5135916,159,38,5816.439411098528,661.4597961494903,8.793337773448,a,c,35280.0,,,0,,,
733,3206058,3766,942,360,14067158,170,43,14933.288747346072,3403.458598726115,4.387680447452916,b,b,860.0,10.0,1999.0,0,,,
734,440954,3766,779,360,4658828,170,43,5980.523748395379,566.0513478818999,10.565337881048817,a,a,220.0,,,1,36.0,2013.0,"Mar,Jun,Sept,Dec"
735,424583,3766,780,360,4304462,168,43,5518.541025641026,544.3371794871795,10.138093140799326,d,c,1920.0,4.0,2005.0,0,,,
736,316774,3033,622,286,3261815,124,39,5244.075562700965,509.2829581993569,10.296978287359442,c,c,1650.0,,,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
737,699863,3766,779,360,4765845,170,43,6117.901155327343,898.4120667522465,6.809682752195787,a,a,100.0,5.0,2007.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
738,546636,3766,779,360,6628200,170,43,8508.600770218229,701.7150192554557,12.125436304963449,d,c,5980.0,10.0,2005.0,0,,,
739,476019,3033,622,286,5944868,124,39,9557.665594855305,765.3038585209003,12.488719988067704,d,c,2770.0,6.0,2008.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct"
740,397647,3766,781,360,5449956,193,41,6978.176696542893,509.15108834827146,13.705512678330278,d,a,6400.0,3.0,2014.0,0,,,
741,721461,3766,784,360,5973663,209,38,7619.468112244898,920.2308673469388,8.279952762519388,d,c,11900.0,,,0,,,
742,679893,3766,779,360,6252167,170,43,8025.888318356868,872.7766367137356,9.19581022307922,d,c,4380.0,,,0,,,
743,326296,3766,780,360,2976940,172,45,3816.5897435897436,418.3282051282051,9.123433937283938,a,a,6710.0,11.0,2003.0,1,14.0,2012.0,"Jan,Apr,Jul,Oct"
744,505061,3033,605,286,4511526,124,39,7457.067768595041,834.8115702479339,8.932635859826833,a,a,1370.0,12.0,2011.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
745,553511,3766,780,360,5849281,172,45,7499.078205128205,709.6294871794872,10.567596669262219,a,a,17650.0,11.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
746,397568,3766,781,360,4716888,193,41,6039.549295774648,509.04993597951346,11.864355280103027,d,c,4330.0,2.0,2011.0,1,35.0,2011.0,"Mar,Jun,Sept,Dec"
747,547051,3766,780,360,6261174,168,43,8027.1461538461535,701.3474358974358,11.445320454582845,c,c,45740.0,8.0,2008.0,0,,,
748,379885,3766,779,360,4469650,170,43,5737.6765083440305,487.65725288831834,11.765797543993576,d,a,2380.0,3.0,2010.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
749,495780,3766,779,360,4042901,150,43,5189.860077021823,636.4313222079589,8.154627052321594,a,a,3410.0,8.0,2011.0,1,14.0,2015.0,"Jan,Apr,Jul,Oct"
750,250543,3033,622,286,3108353,124,39,4997.352090032155,402.8022508038585,12.406465157677525,d,a,8670.0,2.0,2002.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
751,446946,3766,779,360,3284432,170,43,4216.215661103979,573.7432605905007,7.348610346663802,a,a,650.0,10.0,2006.0,0,,,
752,357872,3766,779,360,4091043,170,43,5251.659820282413,459.3992297817715,11.431581682836322,a,a,970.0,3.0,2013.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
753,595402,3766,779,360,6785308,170,43,8710.279845956355,764.3157894736842,11.396179388043707,d,c,540.0,11.0,2012.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
754,755067,3766,782,360,6324001,167,39,8086.957800511509,965.5588235294117,8.375417015973417,c,c,380.0,5.0,2008.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
755,699323,3766,781,360,8187392,167,39,10483.216389244559,895.4199743918053,11.707597204725142,d,c,13130.0,12.0,2003.0,0,,,
756,1827980,3766,779,360,12911782,170,43,16574.816431322208,2346.5725288831836,7.063415354653771,a,c,50.0,,,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
757,416360,3766,777,360,4832775,155,46,6219.787644787645,535.8558558558559,11.607202901335382,a,c,3450.0,,,0,,,
758,492895,3766,774,360,3768116,155,46,4868.3669250646,636.8152454780362,7.644865539313647,a,c,19780.0,6.0,2008.0,0,,,
759,603295,3766,779,360,5460897,170,43,7010.137355584082,774.4480102695763,9.051785610687972,a,a,110.0,11.0,2012.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
760,953570,3766,777,360,5935009,173,38,7638.3642213642215,1227.2458172458173,6.223988799983221,a,a,560.0,1.0,2011.0,0,,,
761,780038,3766,784,360,6843911,173,38,8729.478316326531,994.9464285714286,8.773817429407286,a,a,2390.0,9.0,2012.0,0,,,
762,297292,3766,763,360,2965697,155,46,3886.8899082568805,389.6356487549148,9.975704021635295,d,c,1280.0,,,1,10.0,2013.0,"Mar,Jun,Sept,Dec"
763,459640,3766,784,360,4802197,159,38,6125.251275510204,586.2755102040817,10.447735184057088,d,c,32240.0,3.0,2010.0,0,,,
764,303938,3766,767,360,2714404,150,43,3538.9882659713167,396.2685788787484,8.930781935789536,a,c,26490.0,,,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
765,552225,3766,777,360,6609836,155,46,8506.867438867439,710.7142857142857,11.969461723029562,a,c,25430.0,5.0,1999.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
766,329475,3033,622,286,3809093,124,39,6123.943729903537,529.7025723472669,11.56109871765688,d,c,9820.0,,,0,,,
767,482393,3766,784,360,4722348,159,38,6023.40306122449,615.297193877551,9.789420659089165,a,c,13080.0,,,0,,,
768,1054827,3766,784,360,10185601,159,38,12991.838010204081,1345.4426020408164,9.656181534981565,a,c,2630.0,9.0,2012.0,0,,,
769,2902351,3766,942,360,10198000,170,43,10825.902335456476,3081.052016985138,3.51370320130129,b,b,840.0,,,1,48.0,2012.0,"Jan,Apr,Jul,Oct"
770,571210,3766,779,360,5046197,170,43,6477.788189987163,733.2605905006418,8.834223840619037,a,c,100.0,4.0,2015.0,0,,,
771,428572,3033,622,286,4181091,124,39,6722.011254019292,689.0225080385852,9.755865992178677,a,a,20640.0,9.0,2007.0,0,,,
772,382210,3766,783,360,2804862,169,38,3582.199233716475,488.1353767560664,7.338536406687423,d,c,1850.0,,,0,,,
773,618439,3766,781,360,4464281,193,41,5716.108834827145,791.8553137003842,7.2186278679061315,a,a,200.0,,,0,,,
774,559318,3766,784,360,4307095,159,38,5493.743622448979,713.4158163265306,7.700619325678773,a,c,640.0,9.0,2013.0,0,,,
775,386321,3033,622,286,5405733,124,39,8690.889067524116,621.0948553054662,13.992853093670808,d,c,6970.0,12.0,2005.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct"
776,414825,3766,776,360,3728530,170,43,4804.806701030928,534.5682989690722,8.988199843307418,c,a,700.0,4.0,2009.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
777,273048,3766,779,360,3109262,155,46,3991.3504492939664,350.5109114249037,11.38723594386335,d,c,8250.0,10.0,2004.0,1,10.0,2013.0,"Mar,Jun,Sept,Dec"
778,497906,3033,622,286,3670582,124,39,5901.257234726688,800.491961414791,7.372038095544139,a,a,340.0,6.0,2003.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
779,546065,3766,780,360,5560247,172,45,7128.521794871795,700.0833333333334,10.182390374772234,a,a,16990.0,4.0,2004.0,0,,,
780,615416,3766,780,360,5106807,172,45,6547.1884615384615,788.9948717948718,8.298138169953333,a,a,18160.0,,,0,,,
781,524908,3766,780,360,3839505,168,43,4922.442307692308,672.9589743589744,7.314624658035313,a,a,630.0,4.0,2007.0,0,,,
782,399793,3766,779,360,4275775,150,43,5488.799743260591,513.2130937098844,10.694972148086634,c,c,5390.0,8.0,2003.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
783,530718,3766,782,360,5364665,167,39,6860.185421994885,678.6675191815857,10.108315527266834,d,c,15490.0,,,0,,,
784,642805,3766,779,360,6038270,170,43,7751.309370988447,825.1668806161746,9.393626371916833,a,a,560.0,10.0,2014.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
785,437324,3766,779,360,5072473,170,43,6511.518613607189,561.3915275994865,11.598890067775837,d,c,970.0,7.0,2005.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
786,431356,3766,780,360,2779666,168,43,3563.674358974359,553.0205128205129,6.444018397796715,a,a,290.0,11.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
787,890735,3766,780,360,7977175,172,45,10227.147435897436,1141.9679487179487,8.95572195995442,c,c,3210.0,6.0,2009.0,0,,,
788,1346835,3766,784,360,14082141,173,38,17961.914540816328,1717.9017857142858,10.455728429985855,a,c,1530.0,3.0,2013.0,0,,,
789,364576,3766,777,360,2626269,155,46,3380.011583011583,469.2097812097812,7.203625581497411,a,c,9770.0,7.0,2003.0,0,,,
790,532923,3766,781,360,5820810,193,41,7453.021766965429,682.3597951344431,10.922422188571332,d,c,9070.0,12.0,2003.0,0,,,
791,631301,3766,779,360,5973977,170,43,7668.776636713736,810.3992297817715,9.462961408266422,a,a,5950.0,4.0,2007.0,0,,,
792,538855,3766,779,360,5756322,170,43,7389.373555840822,691.7265725288831,10.68250642566182,d,a,17280.0,10.0,2009.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
793,356672,3766,779,360,3764223,170,43,4832.121951219512,457.8587933247754,10.55373844877086,d,a,2710.0,7.0,2006.0,0,,,
794,407027,3766,780,360,2405374,172,45,3083.8128205128205,521.8294871794872,5.909617789483253,c,c,5090.0,9.0,2006.0,0,,,
795,364026,3766,779,360,3547312,170,43,4553.673940949936,467.29910141206676,9.744666589749084,d,a,510.0,,,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
796,520214,3766,779,360,5643678,170,43,7244.772785622593,667.7971758664955,10.848762240155013,a,c,7180.0,11.0,2012.0,0,,,
797,257816,3033,622,286,2617520,124,39,4208.231511254019,414.4951768488746,10.15266701833866,a,a,2090.0,10.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
798,702461,3766,780,360,5825254,172,45,7468.274358974359,900.5910256410257,8.292636886602958,a,a,9560.0,4.0,2001.0,0,,,
799,700034,3766,779,360,7708195,170,43,9894.987163029526,898.6315789473684,11.011172314487583,a,c,2700.0,,,0,,,
800,388966,3766,779,360,4157860,150,43,5337.432605905006,499.31450577663674,10.689520420807987,d,a,2020.0,7.0,2014.0,0,,,
801,371915,3766,784,360,3798660,159,38,4845.2295918367345,474.3813775510204,10.213785407956118,d,a,48330.0,4.0,2013.0,0,,,
802,410025,3766,784,360,5363403,159,38,6841.0752551020405,522.9910714285714,13.080673129687215,a,c,910.0,,,1,22.0,2011.0,"Feb,May,Aug,Nov"
803,378421,3766,769,360,4650665,193,41,6047.678803641093,492.0949284785436,12.289658871997062,d,a,1760.0,,,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
804,273928,3033,622,286,3061600,124,39,4922.186495176848,440.39871382636653,11.176659560176397,c,c,2100.0,,,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
805,356051,3033,622,286,3784390,124,39,6084.228295819936,572.4292604501608,10.628786325554485,d,a,24770.0,10.0,2011.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
806,326751,3033,622,286,4234755,124,39,6808.287781350482,525.323151125402,12.960189869350055,d,a,260.0,,,1,44.0,2010.0,"Feb,May,Aug,Nov"
807,767032,3766,781,360,7669453,193,41,9820.042253521127,982.1152368758003,9.998869669062048,a,a,3870.0,4.0,2008.0,0,,,
808,469085,3766,780,360,5687084,172,45,7291.133333333333,601.3910256410256,12.123781404223115,a,a,18620.0,,,1,31.0,2009.0,"Feb,May,Aug,Nov"
809,624924,3766,779,360,7317626,170,43,9393.61489088575,802.2130937098844,11.70962549045964,a,a,12770.0,10.0,2000.0,0,,,
810,380807,3766,779,360,4619798,150,43,5930.421052631579,488.8408215661104,12.131599471648368,d,c,9640.0,11.0,2013.0,0,,,
811,535292,3766,784,360,3239518,159,38,4132.038265306122,682.7704081632653,6.051870754653535,a,a,410.0,9.0,2012.0,0,,,
812,605630,3766,780,360,4966087,172,45,6366.778205128205,776.4487179487179,8.199869557320476,d,a,2590.0,9.0,2012.0,0,,,
813,505237,3766,777,360,4514925,155,46,5810.714285714285,650.2406692406693,8.936251699697369,a,a,1560.0,9.0,2003.0,0,,,
814,543698,3766,782,360,6628829,167,39,8476.763427109974,695.2659846547315,12.192115843722066,d,c,24530.0,7.0,2013.0,0,,,
815,507202,3033,622,286,5222211,124,39,8395.837620578779,815.4372990353697,10.296116734555463,a,a,590.0,1.0,1900.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
816,578506,3766,779,360,3998667,170,43,5133.07702182285,742.6264441591784,6.912057956183687,c,c,460.0,,,0,,,
817,2454370,3766,784,360,17057867,173,38,21757.48341836735,3130.5739795918366,6.949998166535608,a,a,140.0,3.0,2006.0,0,,,
818,496141,3766,781,360,4772357,193,41,6110.572343149808,635.2637644046094,9.61895307987044,d,a,490.0,,,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
819,423324,3766,784,360,4775423,159,38,6091.100765306122,539.954081632653,11.280775481664163,a,c,720.0,10.0,2014.0,0,,,
820,677726,3033,622,286,7517399,124,39,12085.850482315112,1089.5916398713825,11.092091789307183,a,c,1650.0,,,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
821,667296,3766,784,360,5438993,173,38,6937.491071428572,851.1428571428571,8.150795149378986,a,a,1700.0,9.0,2009.0,0,,,
822,499161,3766,784,360,6066329,159,38,7737.664540816327,636.6849489795918,12.153050819274743,a,c,410.0,11.0,2010.0,1,48.0,2010.0,"Mar,Jun,Sept,Dec"
823,446881,3766,784,360,4549069,159,38,5802.383928571428,570.0012755102041,10.179598148052838,a,c,16210.0,11.0,2010.0,0,,,
824,676454,3766,784,360,5358101,159,38,6834.3125,862.8239795918367,7.920865276870267,a,a,17570.0,,,0,,,
825,334048,3033,622,286,2838137,124,39,4562.921221864952,537.0546623794212,8.496195157582143,a,a,380.0,5.0,2011.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
826,598363,3766,776,360,6859209,170,43,8839.186855670103,771.0863402061856,11.463290678066658,a,c,7980.0,6.0,2005.0,0,,,
827,1302475,3766,783,360,10000214,173,38,12771.665389527458,1663.441890166028,7.677854853260139,a,c,250.0,1.0,2005.0,0,,,
828,457911,3766,780,360,4055958,168,43,5199.946153846154,587.0653846153846,8.857524715501484,d,c,3290.0,12.0,2014.0,0,,,
829,617709,3766,781,360,4624043,193,41,5920.669654289372,790.9206145966709,7.48579509121609,c,a,110.0,,,0,,,
830,410638,3766,780,360,4816406,172,45,6174.879487179487,526.4589743589744,11.729080114358633,a,c,6320.0,,,1,5.0,2011.0,"Jan,Apr,Jul,Oct"
831,1228453,3766,779,360,9884733,170,43,12689.002567394095,1576.961489088575,8.046488551047537,a,a,800.0,6.0,2007.0,0,,,
832,433019,3766,781,360,5115779,193,41,6550.293213828425,554.4417413572343,11.814213695011073,d,a,5070.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov"
833,394316,3766,779,360,4293342,150,43,5511.350449293966,506.18228498074456,10.888074539202062,d,c,3290.0,12.0,1999.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
834,501318,3766,784,360,4600937,173,38,5868.5420918367345,639.4362244897959,9.177681631220103,a,a,3470.0,3.0,2012.0,0,,,
835,505659,3766,769,360,3979293,170,43,5174.633289986996,657.553966189857,7.8695187863757985,a,a,2890.0,12.0,2007.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
836,554940,3766,780,360,4606682,172,45,5906.002564102564,711.4615384615385,8.301225357696328,a,a,2720.0,9.0,2012.0,0,,,
837,345575,3766,751,360,2608765,193,41,3473.721704394141,460.1531291611185,7.549055921290603,a,c,14600.0,4.0,2015.0,0,,,
838,639466,3766,782,360,6246047,167,39,7987.2723785166245,817.7314578005115,9.767598277312633,d,c,6890.0,,,1,48.0,2011.0,"Mar,Jun,Sept,Dec"
839,507297,3766,784,360,4019692,173,38,5127.158163265306,647.0625,7.92374486740509,c,a,240.0,1.0,2015.0,0,,,
840,827775,3766,784,360,5738112,209,38,7319.0204081632655,1055.8354591836735,6.9319706441967925,a,a,1070.0,9.0,2009.0,0,,,
841,321495,3766,780,360,2318635,172,45,2972.608974358974,412.1730769230769,7.21204062271575,a,a,27650.0,8.0,2004.0,0,,,
842,714829,3033,622,286,11553523,124,39,18574.79581993569,1149.242765273312,16.162638896855054,d,c,1200.0,11.0,2007.0,0,,,
843,875136,3766,784,360,7423466,173,38,9468.706632653062,1116.2448979591836,8.482642697820681,c,a,60.0,4.0,2006.0,0,,,
844,353844,3766,779,360,3255217,170,43,4178.712451861361,454.2284980744544,9.199582301805316,a,a,2030.0,9.0,2012.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
845,277736,3766,776,360,3746964,170,43,4828.561855670103,357.9072164948454,13.491099461358989,d,a,7860.0,11.0,2005.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
846,673539,3766,779,360,7185993,170,43,9224.637997432606,864.620025673941,10.669008030715371,a,c,8860.0,4.0,2004.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
847,784345,3766,776,360,5518727,170,43,7111.761597938144,1010.7538659793814,7.036096360657619,c,c,190.0,,,1,31.0,2013.0,"Feb,May,Aug,Nov"
848,574672,3766,763,360,5059150,155,46,6630.602883355177,753.1743119266055,8.803543586602444,a,c,370.0,7.0,2007.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
849,697085,3766,784,360,6393691,209,38,8155.218112244898,889.1390306122449,9.172039277849903,c,c,5000.0,,,0,,,
850,504159,3766,773,360,4787781,170,43,6193.765847347995,652.2108667529108,9.496569534611105,d,a,1120.0,5.0,2007.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
851,292151,3033,622,286,3392054,124,39,5453.463022508038,469.69614147909965,11.610619166116152,d,c,2330.0,,,1,49.0,2014.0,"Mar,Jun,Sept,Dec"
852,456050,3766,781,360,3597687,193,41,4606.513444302177,583.9308578745198,7.888799473741915,c,a,940.0,4.0,2004.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
853,792735,3766,777,360,7181892,155,46,9243.104247104247,1020.2509652509652,9.059637836099075,a,a,14040.0,,,0,,,
854,530973,3766,780,360,5130172,172,45,6577.1435897435895,680.7346153846154,9.661832145890658,c,a,4770.0,,,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
855,477358,3766,777,360,4477596,155,46,5762.671814671815,614.3603603603603,9.379953829201563,a,a,3440.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov"
856,750983,3766,784,360,5599626,169,38,7142.380102040816,957.8864795918367,7.456395151421537,a,a,3020.0,2.0,2010.0,0,,,
857,720850,3766,781,360,5815578,193,41,7446.322663252241,922.9833546734956,8.067667337171395,c,a,6270.0,8.0,2005.0,1,23.0,2014.0,"Mar,Jun,Sept,Dec"
858,260058,3033,622,286,2957986,124,39,4755.604501607717,418.0996784565916,11.374331879811427,a,a,3370.0,12.0,2008.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
859,451729,3033,622,286,4667332,124,39,7503.749196141479,726.2524115755627,10.332150470746841,c,a,21770.0,7.0,2015.0,0,,,
860,572462,3766,782,360,4521003,169,38,5781.333759590792,732.0485933503836,7.897472670675084,c,c,5980.0,2.0,2010.0,0,,,
861,389298,3766,764,360,2674267,150,43,3500.3494764397906,509.5523560209424,6.869459899614177,c,c,740.0,,,1,14.0,2013.0,"Mar,Jun,Sept,Dec"
862,876626,3766,784,360,6715065,159,38,8565.13392857143,1118.1454081632653,7.660125298587995,a,c,2840.0,3.0,2010.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
863,814889,3766,887,360,6836861,159,38,7707.847801578354,918.7023675310033,8.389929180538699,a,c,21370.0,11.0,2010.0,0,,,
864,456851,3766,777,360,3316575,155,46,4268.436293436293,587.967824967825,7.259642640598357,a,a,1020.0,10.0,2012.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
865,496348,3766,779,360,5894369,170,43,7566.584082156611,637.160462130937,11.875476480211464,d,c,2640.0,,,0,,,
866,379569,3766,781,360,5368119,193,41,6873.391805377721,486.00384122919337,14.142669712226235,d,a,9680.0,,,1,5.0,2013.0,"Feb,May,Aug,Nov"
867,360886,3766,880,360,3809715,159,38,4329.221590909091,410.0977272727273,10.556560797592592,d,c,21810.0,9.0,2012.0,0,,,
868,509296,3766,781,360,7480652,193,41,9578.29961587708,652.1075544174136,14.688220602557255,d,c,1360.0,8.0,2005.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
869,678666,3766,780,360,4659180,172,45,5973.307692307692,870.0846153846154,6.865203207468769,c,a,230.0,10.0,2001.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
870,670529,3766,772,360,5349346,173,38,6929.204663212436,868.5608808290156,7.977799617913617,a,a,780.0,4.0,2009.0,0,,,
871,374591,3766,781,360,4889449,193,41,6260.498079385403,479.62996158770807,13.052766884415268,d,c,10620.0,,,0,,,
872,640124,3766,779,360,6649861,170,43,8536.406931964057,821.7252888318357,10.38839506095694,a,c,3860.0,9.0,2014.0,1,23.0,2015.0,"Mar,Jun,Sept,Dec"
873,355880,3766,780,360,2990009,172,45,3833.344871794872,456.2564102564103,8.401733730470946,a,a,2040.0,11.0,2008.0,0,,,
874,399658,3766,784,360,3593615,209,38,4583.692602040816,509.76785714285717,8.99172542523858,a,a,3210.0,,,0,,,
875,366310,3766,779,360,3943035,150,43,5061.662387676508,470.23106546854945,10.764202451475526,d,a,5070.0,11.0,2007.0,1,18.0,2015.0,"Feb,May,Aug,Nov"
876,779006,3766,766,360,7069345,168,43,9228.909921671018,1016.9791122715404,9.074827408261298,a,a,21790.0,4.0,2005.0,1,18.0,2015.0,"Feb,May,Aug,Nov"
877,704036,3766,806,360,5103191,159,38,6331.502481389578,873.4937965260546,7.248480191353851,a,c,29190.0,,,0,,,
878,620669,3766,780,360,6801666,168,43,8720.084615384616,795.7294871794871,10.958604344666803,d,c,1100.0,12.0,2014.0,0,,,
879,216037,3033,622,286,2340576,124,39,3762.983922829582,347.3263665594855,10.834144151233353,d,a,,,,1,5.0,2013.0,"Feb,May,Aug,Nov"
880,614028,3766,777,360,5832985,155,46,7507.059202059202,790.2548262548263,9.49954236614617,a,c,4570.0,,,0,,,
881,483296,3766,779,360,3274150,170,43,4203.016688061617,620.405648267009,6.774626729788784,a,a,180.0,3.0,2008.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
882,647761,3766,769,360,5081054,170,43,6607.352405721716,842.3420026007802,7.844025805814182,a,a,30.0,4.0,2013.0,0,,,
883,391539,3766,779,360,3714779,170,43,4768.650834403081,502.61745827984595,9.487634692840304,a,a,3200.0,6.0,2005.0,0,,,
884,329703,3033,622,286,3443958,124,39,5536.90996784566,530.0691318327974,10.44563743732996,d,c,7550.0,,,0,,,
885,565894,3766,776,360,4235932,170,43,5458.6752577319585,729.2448453608248,7.485380654327489,a,a,480.0,12.0,2005.0,0,,,
886,474412,3766,779,360,5018882,170,43,6442.724005134788,609.0012836970475,10.579163258939488,a,c,12430.0,10.0,2004.0,0,,,
887,445543,3766,772,360,5317050,193,41,6887.370466321244,577.1282383419689,11.933864969262226,d,a,19700.0,,,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
888,582833,3766,784,360,6271013,159,38,7998.741071428572,743.4094387755102,10.759536608256568,d,a,4450.0,6.0,2012.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec"
889,353304,3766,780,360,3232661,168,43,4144.4371794871795,452.95384615384614,9.149800172089758,d,a,18670.0,12.0,2005.0,0,,,
890,276589,3033,622,286,3563801,124,39,5729.583601286174,444.6768488745981,12.884825499206404,a,a,4450.0,,,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
891,851629,3766,776,360,6189692,170,43,7976.407216494846,1097.4600515463917,7.268061562018203,a,c,350.0,,,1,31.0,2013.0,"Feb,May,Aug,Nov"
892,608437,3766,780,360,5927347,172,45,7599.162820512821,780.0474358974359,9.741923978982213,a,a,19370.0,4.0,2002.0,0,,,
893,514925,3033,622,286,3978679,124,39,6396.59003215434,827.8536977491962,7.726715541098218,a,a,130.0,,,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
894,797763,3766,771,360,6529198,170,43,8468.47989623865,1034.7120622568093,8.184383081190779,a,a,190.0,11.0,2012.0,0,,,
895,685097,3766,777,360,7248912,155,46,9329.359073359074,881.7207207207207,10.580854973821225,a,c,4150.0,,,0,,,
896,852792,3766,784,360,5439130,159,38,6937.665816326531,1087.7448979591836,6.378026529329543,a,c,170.0,9.0,2012.0,0,,,
897,268885,3766,778,360,2717511,150,43,3492.9447300771208,345.61053984575835,10.106592037488145,c,c,3290.0,1.0,2007.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
898,555939,3766,782,360,5173270,167,39,6615.434782608696,710.9194373401534,9.30546336918259,a,a,18540.0,,,0,,,
899,438759,3766,780,360,4109286,172,45,5268.315384615385,562.5115384615384,9.365701900131963,d,a,2590.0,,,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
900,341494,3033,622,286,3635287,124,39,5844.512861736334,549.0257234726688,10.645244133132646,a,a,3920.0,4.0,2005.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
901,500746,3766,784,360,5669137,159,38,7231.0420918367345,638.7066326530612,11.321382497314007,a,c,3170.0,4.0,2014.0,0,,,
